first_order_doi,altmetric_id,source_type,title,unique_identifier,posted_on,summary,lang_checked
10.1371/journal.ppat.1007025,49227393,news,"Bioterrorism, AI | Homeland Security Newswire",http://ct.moreover.com/?a=55390603900&p=1pl&v=1&x=s98kceaoyhjgovigl4_2cg,27/11/2024,"BIOTERRORISMAI, Bioterrorism and the Urgent Need for Australian Action Published 27 November 2024 Experts worry that, within a few years, AI will put that capability into the hands of tens of thousands of people.",True
10.1371/journal.ppat.1007025,49227393,policy,JRC horizon scanning on dual-use civil and military research,https://op.europa.eu/o/opportal-service/download-handler?identifier=75e1f46a-12a8-11eb-9a54-01aa75ed71a1&format=pdf&language=en&productionsystem=cellar&part=,13/10/2020,,True
10.1371/journal.ppat.1007025,49227393,patent,SYNTHETIC CHIMERIC VACCINIA VIRUS,https://app.dimensions.ai/details/patent/wo-2019213452-a1,07/11/2019,"The invention relates in various aspects to a synthetic chimeric vaccinia virus or compositions comprising such viruses, and the development and use of systems and methods for producing such synthetic chimeric vaccinia viruses. The synthetic chimeric va...",True
10.1371/journal.ppat.1007025,49227393,patent,SYNTHETIC CHIMERIC POXVIRUSES,https://app.dimensions.ai/details/patent/ep-3535389-a4,03/06/2020,,True
10.1371/journal.ppat.1007025,49227393,patent,Synthetic chimeric poxviruses,https://app.dimensions.ai/details/patent/us-12365879-b2,22/07/2025,"The invention relates, in general, to synthetic chimeric poxviruses, compositions comprising such viruses, and the development and use of systems and methods for producing such synthetic chimeric poxviruses. The synthetic chimeric poxviruses are well su...",True
10.1371/journal.ppat.1007025,49227393,wikipedia,Smallpox,http://en.wikipedia.org/?diff=prev&oldid=901992553#altmetric_citation_91f5adb9-91ec-4308-ac77-e6eaf51fcd22,15/06/2019,"Smallpox was an infectious disease caused by one of two virus variants, Variola major and Variola minor.",True
10.3390/vaccines12020152,159093065,news,Can MRNA Vaccines Help Boost Livestock Production?,http://ct.moreover.com/?a=53386300870&p=1pl&v=1&x=9ddp3docjcokimyc3tcc0g,21/03/2024,University of Queensland researchers say mRNA vaccine technology could play an important role in boosting livestock production to meet global food demands.,True
10.3390/vaccines12020152,159093065,news,Can mRNA vaccines help boost livestock production?,http://ct.moreover.com/?a=53386608836&p=1pl&v=1&x=dtz_xzymlvhdd9gub5vdvq,21/03/2024,University of Queensland researchers say mRNA vaccine technology could play an important role in boosting livestock production to meet global food demands.,True
10.3390/vaccines12020152,159093065,news,Can mRNA vaccines help boost livestock production?,http://ct.moreover.com/?a=53388793767&p=1pl&v=1&x=rzbgt9qtz0t32irva15ozg,22/03/2024,"Currently, there are no mRNA vaccines approved for use in food-producing animals.",True
10.3390/vaccines12020152,159093065,news,Can mRNA vaccines help boost livestock production?,http://ct.moreover.com/?a=53393006166&p=1pl&v=1&x=oylfahfmwvk2-sqsijqmnw,22/03/2024,This article has been reviewed according to ScienceX's editorial process and policies.,True
10.3390/vaccines12020152,159093065,news,Can mRNA vaccines help boost livestock production? | The World Education News(WEN),https://www.findworldedu.com/2024/can-mrna-vaccines-help-boost-livestock-production.html,28/03/2024,University of Queensland researchers say mRNA vaccine technology could play an important role in boosting livestock production to meet global food demands.,True
10.1039/d0md00108b,174492109,patent,COMPOSITIONS AND METHODS RELATED TO DI-SUBSTITUTED BICYCLO[2.2.1] HEPTANAMINE-CONTAINING COMPOUNDS,https://app.dimensions.ai/details/patent/ep-4267549-a4,12/02/2025,,True
10.1016/j.isci.2023.106165,142486549,wikipedia,Timeline of biotechnology,http://en.wikipedia.org/?diff=prev&oldid=1148072208#altmetric_citation_e038d7c0-b6a5-4b1a-a19d-75035ea0b6af,03/04/2023,The historical application of biotechnology throughout time is provided below in chronological order.,True
10.1016/j.isci.2023.106165,142486549,wikipedia,Timeline of computing 2020–present,http://en.wikipedia.org/?diff=prev&oldid=1148227454#altmetric_citation_dd167fda-9d76-430e-bbcd-5a03e6dcab66,04/04/2023,"Significant events in computing include events relating directly or indirectly to software, hardware and wetware.",True
10.1016/j.isci.2023.106165,142486549,wikipedia,January–March 2023 in science,http://en.wikipedia.org/?diff=prev&oldid=1162233069#altmetric_citation_f42fe1df-4a0f-40c3-8da7-00ff87acdf35,27/06/2023,This article lists a number of significant events in science that have occurred in the first quarter of 2023.,True
10.1016/j.isci.2023.106165,142486549,wikipedia,الجدول الزمني للحوسبة من 2020–الوقت الحاضر,http://ar.wikipedia.org/?diff=prev&oldid=70827259#altmetric_citation_b5a0cfc0-af83-4932-a58c-401ee7738d95,20/05/2025,"Significant events in حوسبة include events relating directly or indirectly to برمجية, عتاد حاسوب and حواسب حيوية.",True
10.1111/jwip.12118,57352028,policy,Digital sequence information,https://researchbriefings.files.parliament.uk/documents/post-pn-0630/post-pn-0630.pdf,16/09/2020,,True
10.3390/v12020138,74728410,blogs,ToxCard: Smallpox,http://www.emdocs.net/toxcard-smallpox/?utm_source=rss&utm_medium=rss&utm_campaign=toxcard-smallpox,26/07/2023,"Authors: Whitney Ficker, MD (Pediatric Emergency Medicine Fellow, Atrium Health’s Carolinas Medical Center); Christine Murphy, MD (Emergency Medicine Attending, Medical Toxicologist, Atrium Health’s Carolinas Medical Center) // Reviewed by: James Dazhe Ca...",True
10.3390/v12020138,74728410,blogs,Is this MPox?,https://pediatriceducation.org/2024/09/02/is-this-mpox,02/09/2024,Patient Presentation  A 16-year-old male came to clinic with a rash that he was worried was monkey pox. He had had a few lesions on his arms that he said had progressed from being papular to being vesicular over a couple of days. They were not spreading...,True
10.3390/v12020138,74728410,wikipedia,Varidnaviria,http://en.wikipedia.org/?diff=prev&oldid=961912154#altmetric_citation_e3acdb90-32a3-436d-9c67-c395bf9dba48,11/06/2020,Varidnaviria is a realm of viruses that includes all DNA viruses that encode major capsid proteins that contain a vertical jelly roll fold.,True
10.3390/v12020138,74728410,wikipedia,Realm (virology),http://en.wikipedia.org/?diff=prev&oldid=975362552#altmetric_citation_3569b5ca-bac2-400b-ac56-75dc07feaa54,28/08/2020,"In virology, realm is the highest taxonomic rank established for viruses by the International Committee on Taxonomy of Viruses (ICTV), which oversees virus taxonomy.",True
10.3390/v12020138,74728410,wikipedia,DNA virus,http://en.wikipedia.org/?diff=prev&oldid=980186618#altmetric_citation_2f96485d-cdc8-4bde-b47e-1a0f57766de6,25/09/2020,A DNA virus is a virus that has a genome made of deoxyribonucleic acid (DNA) that is replicated by a DNA polymerase.,True
10.1126/sciadv.adu7670,175506017,blogs,Researchers develop a reverse genetics system for African swine fever virus,https://www.news-medical.net/news/20250326/researchers-develop-a-reverse-genetics-system-for-african-swine-fever-virus.aspx,27/03/2025,"Researchers from the J. Craig Venter Institute (JCVI), the Friedrich-Loeffler-Institut (FLI), and the International Livestock Research Institute (ILRI) have developed a reverse genetics system for African swine fever virus (ASFV).",True
10.1126/sciadv.adu7670,175506017,blogs,Researchers design tools to develop vaccines more efficiently for African swine fever virus,https://www.ilri.org/news/researchers-design-tools-develop-vaccines-more-efficiently-african-swine-fever-virus,28/03/2025,"&lt;p&gt;Researchers from the J. Craig Venter Institute (JCVI), the Friedrich-Loeffler-Institut (FLI), and the International Livestock Research Institute (ILRI) have developed a reverse genetics system for African swine fever virus (ASFV). This new system...",True
10.1126/sciadv.adu7670,175506017,news,Researchers design tools to develop vaccines more efficiently for African swine fever virus (ASFV),http://ct.moreover.com/?a=56343644946&p=1pl&v=1&x=s-9xghtuyheeg3bmj-uthq,26/03/2025,"Healthy pigs at ILRI’s Clinical Research Facility. Image courtesy ILRI. An electron micrograph of an African swine fever virus particle The reverse-genetics system developed for ASFV may be adapted for other viruses, including lumpy skin disease...",True
10.1126/sciadv.adu7670,175506017,news,Researchers design tools to develop vaccines more efficiently for African swine fever virus (ASFV),http://ct.moreover.com/?a=56343648275&p=1pl&v=1&x=aeh1fvqlubwgldp_4sj9ba,26/03/2025,"The reverse-genetics system developed for ASFV may be adapted for other viruses, including lumpy skin disease, Zika, chikungunya, and Ebola viruses “By developing a synthetic genomics-based reverse genetics system for ASFV, we are advancing our...",True
10.1126/sciadv.adu7670,175506017,news,Researchers design tools to develop vaccines more efficiently for African swine fever virus (ASFV),http://ct.moreover.com/?a=56343702665&p=1pl&v=1&x=k4juskgqrbpz-zvrl6rmkg,26/03/2025,"The reverse-genetics system developed for ASFV may be adapted for other viruses, including lumpy skin disease, Zika, chikungunya, and Ebola viruses image: An electron micrograph of an African swine fever virus particle view more Credit: Kati Franzke...",True
10.1126/sciadv.adu7670,175506017,news,Scientists Innovate New Tools to Enhance Vaccine Development for African,https://scienmag.com/scientists-innovate-new-tools-to-enhance-vaccine-development-for-african-swine-fever-virus-asfv,26/03/2025,Researchers from esteemed institutions have achieved a significant milestone in the field of virology by developing a synthetic genomics-based reverse genetics system for African swine fever virus (ASFV).,True
10.1126/sciadv.adu7670,175506017,news,Scientists Innovate New Tools to Enhance Vaccine Development for African Swine Fever Virus (ASFV),http://ct.moreover.com/?a=56343939019&p=1pl&v=1&x=yzdnt5rf1rfu_braimpnia,26/03/2025,Researchers from esteemed institutions have achieved a significant milestone in the field of virology by developing a synthetic genomics-based reverse genetics system for African swine fever virus (ASFV).,True
10.1126/sciadv.adu7670,175506017,news,Tools Designed to Develop African Swine Fever Virus Vaccines More Efficiently,http://ct.moreover.com/?a=56344084620&p=1pl&v=1&x=3landm-h9-w84otdigdfdw,26/03/2025,"Scientists from the J. Craig Venter Institute (JCVI), the Friedrich-Loeffler-Institut (FLI), and the International Livestock Research Institute (ILRI) say they have developed a reverse genetics system for African swine fever virus (ASFV).",True
10.1126/sciadv.adu7670,175506017,news,Reverse genetics system enhances vaccine development for African swine fever virus,http://ct.moreover.com/?a=56344350299&p=1pl&v=1&x=_azvhvpq5gucdlcsm-crra,26/03/2025,"Researchers from the J. Craig Venter Institute (JCVI), the Friedrich-Loeffler-Institut (FLI), and the International Livestock Research Institute (ILRI) have developed a reverse genetics system for African swine fever virus (ASFV).",True
10.1126/sciadv.adu7670,175506017,news,Researchers develop a reverse genetics system for African swine fever virus,http://ct.moreover.com/?a=56346237025&p=1pl&v=1&x=_2d1mcvfc_-hyftioqu34q,27/03/2025,"Researchers from the J. Craig Venter Institute (JCVI), the Friedrich-Loeffler-Institut (FLI), and the International Livestock Research Institute (ILRI) have developed a reverse genetics system for African swine fever virus (ASFV).",True
10.1126/sciadv.adu7670,175506017,news,Researchers design genetic tools to develop vaccines more efficiently for African swine fever virus (ASFV),http://ct.moreover.com/?a=56352131403&p=1pl&v=1&x=xl7s9peuvo8tfjfztictza,27/03/2025,"Researchers from the J. Craig Venter Institute (JCVI), the Friedrich-Loeffler-Institut (FLI), and the International Livestock Research Institute (ILRI) have developed a reverse genetics system for African swine fever virus (ASFV).",True
10.1126/sciadv.adu7670,175506017,news,New Tools Boost ASFV Vaccine Development Efficiency,http://ct.moreover.com/?a=56343637421&p=1pl&v=1&x=a1fzebabx6inzyvlk8vj_a,26/03/2025,"Rockville, Maryland—March 26, 2024—Researchers from the J. Craig Venter Institute (JCVI), the Friedrich-Loeffler-Institut (FLI), and the International Livestock Research Institute (ILRI) have developed a reverse genetics system for African swine...",True
